id,first_name,last_name,hand,birth_date,country_code,clean_birth_date
120223,Sorachet,Uayporn,U,19900905,THA,1990-09-05
120224,Thanarath,Pongsathien,R,19880110,THA,1988-01-10
120225,Michael,Moore,R,19880407,USA,1988-04-07
120226,Milo,Johnson,U,19880403,USA,1988-04-03
120227,Ryan,Stotland,U,19830418,USA,1983-04-18
120228,Joseph,Atas,U,19850217,USA,1985-02-17
120229,Tomas,Bohunicky,U,19830715,SVK,1983-07-15
120230,Monte,Tucker,U,19850904,USA,1985-09-04
120231,Steven,Forman,U,19890201,USA,1989-02-01
120232,John,Nguyen,L,19831107,USA,1983-11-07
120233,Gianfabrizio,Esposito,U,19880429,VEN,1988-04-29
120234,Sergio,Olivares,L,19780711,VEN,1978-07-11
120235,Steven,Espinoza,U,19860627,VEN,1986-06-27
120236,Alexander,Diaz,L,19760524,VEN,1976-05-24
120237,Juan Carlos,Nunez,U,19851126,VEN,1985-11-26
120238,Radames,Ries,R,19840911,VEN,1984-09-11
120239,Alberto,Chitty,U,19920803,VEN,1992-08-03
120240,Matias,Howells,U,19871023,ARG,1987-10-23
120241,Jose,Ordaz,U,19831024,VEN,1983-10-24
120242,Daniel,Rua,R,19880110,ARG,1988-01-10
120243,Jonathan,Rondon,U,19880606,VEN,1988-06-06
120244,Andres,Quijada,R,19900509,VEN,1990-05-09
120245,Enrique,Gonzalez,R,19850617,VEN,1985-06-17
120246,Angel,Marquez,R,19910512,VEN,1991-05-12
120247,Joe,Cooper,R,19860528,GBR,1986-05-28
120248,Hamid,Mustafa,U,19850407,SUD,1985-04-07
120249,Hosam,Osman,U,19870805,SUD,1987-08-05
120250,Yashar,Sheet,R,19860920,SYR,1986-09-20
120251,Ammar,Siddig,U,19891211,SUD,1989-12-11
120252,Majdi,Salim,U,19870309,SYR,1987-03-09
120253,Patrick,Ochan,U,19880908,UGA,1988-09-08
120254,Philipp,Jelinek,U,19830104,AUT,1983-01-04
120255,Carlos,Cuenca Navarro,U,19890922,ESP,1989-09-22
120256,Adrien,Gombocz,U,19800707,FRA,1980-07-07
120257,Dariusz,Kuligowski,U,19870319,GER,1987-03-19
120258,Santos,Sanchez Patino,R,19900628,ESP,1990-06-28
120259,Pedro,Villar Almiron,U,19880404,ESP,1988-04-04
120260,Tobias,Wernet,R,19880208,GER,1988-02-08
120261,Adrian,Vodislav,R,19901023,ROU,1990-10-23
120262,Andrea,Volpini,R,19890629,ITA,1989-06-29
120263,Ivo,Albertelli,U,19840827,ITA,1984-08-27
120264,Julian,Bley,R,19880315,GER,1988-03-15
120265,Jacek,Szygowski,U,19820315,GER,1982-03-15
120266,Nikolas,Zogaj,U,19890414,BEL,1989-04-14
120267,Filippo,Sciolli,U,19851017,ITA,1985-10-17
120268,Ricards,Opmanis,R,19900303,LAT,1990-03-03
120269,Vegerd,Veskimagi,R,19870130,EST,1987-01-30
120270,Edgars,Manusis,U,19870222,LAT,1987-02-22
120271,Tadas,Tarasevicius,U,19900616,LTU,1990-06-16
120272,Anton,Bobytsky,U,19890102,UKR,1989-01-02
120273,David,Bendheim,R,19870324,GER,1987-03-24
120274,Tin,Prpic,U,19880810,CRO,1988-08-10
120275,Bastien,Lobbrecht,R,19821025,FRA,1982-10-25
120276,Pavel,Schalomov,R,19850914,GER,1985-09-14
120277,Nick,Hew,U,19871108,AUS,1987-11-08
120278,Marco,Guida,U,19840521,ITA,1984-05-21
120279,Yannick,Weihs,R,19880902,AUT,1988-09-02
120280,Kristopher,Sotiriu,U,19860214,AUT,1986-02-14
120281,Torsten,Wietoska,U,19890507,GER,1989-05-07
120282,Binh,Bui,U,19820114,GER,1982-01-14
120283,Jan,Unger,R,19820306,GER,1982-03-06
120284,Nikolas,Holzen,R,19870111,GER,1987-01-11
120285,Ivan,Marevic,R,19890111,CRO,1989-01-11
120286,Miguel Angel,Solbes Llorens,U,19880316,ESP,1988-03-16
120287,Nikola,Kostic,R,19860406,SRB,1986-04-06
120288,Peter,Frank,R,19891012,GER,1989-10-12
120289,Jan,Greve,U,19870328,GER,1987-03-28
120290,Jan,Guler,R,19891006,SUI,1989-10-06
120291,Philip,Pakebusch,U,19840802,GER,1984-08-02
120292,Calin,Paar,R,19890507,GER,1989-05-07
120293,Stanislav,Shvetsov,R,19870902,RUS,1987-09-02
120294,Ekow,Carboo,U,19850418,GBR,1985-04-18
120295,David,Prats Catalan,U,19820709,ESP,1982-07-09
120296,Endika,Villacorta Rollan,U,19860217,ESP,1986-02-17
120297,Vincent,Boginoff,U,19871001,FRA,1987-10-01
120298,Martin,Shishkov,R,19880323,BUL,1988-03-23
120299,Mihail,Angelov,U,19851217,BUL,1985-12-17
120300,Rumen,Gospodinov,U,19880114,BUL,1988-01-14
120301,Niels,De Moree,U,19860315,NED,1986-03-15
120302,Laurent,Montoisy,R,19870529,BEL,1987-05-29
120303,Radu Traian,Ionescu,U,19870621,ROU,1987-06-21
120304,Sven,Kasper,U,19880606,EST,1988-06-06
120305,Fredi,Voormann,U,19871023,EST,1987-10-23
120306,Marco,Pezzali,U,19800508,ITA,1980-05-08
120307,Maros,Horny,R,19880714,SVK,1988-07-14
120308,Artem,Strunnikov,R,19890208,RUS,1989-02-08
120309,Matteo,Mauri,U,19850501,ITA,1985-05-01
120310,Boran,Poljancic,R,19880601,CRO,1988-06-01
120311,Niko,Grba,U,19870925,CRO,1987-09-25
120312,Tim,Doan Dinh,U,19880205,FRA,1988-02-05
120313,Christiaan,Berkouwer,U,19830222,NED,1983-02-22
120314,Yoran,Verschoor,U,19840612,NED,1984-06-12
120315,Santiago,Penades Sanz,R,19871109,ESP,1987-11-09
120316,Julien,Burgnard,U,19860502,SUI,1986-05-02
120317,Constantin Cristian,Tanase,R,19891225,ROU,1989-12-25
120318,Aleksander,Korzeniewicz,U,19880104,POL,1988-01-04
120319,Till,Marks,U,19860122,GER,1986-01-22
120320,Bob,Van Duijn,U,19870410,NED,1987-04-10
120321,Sebastien,Hourcourigaray,R,19820430,FRA,1982-04-30
120322,Eyal,Bensimon,U,19900301,FRA,1990-03-01
120323,Paolo,Naldi,U,19840301,ITA,1984-03-01
120324,Yannick,Fattebert,U,19831217,SUI,1983-12-17
120325,Dean,Jackson,L,19870914,GER,1987-09-14
120326,David,Pultr,U,19870428,CZE,1987-04-28
120327,Nicola,Comune,U,19890515,ITA,1989-05-15
120328,Tommaso,Fiorelli,U,19730315,ITA,1973-03-15
120329,Franco,Maddau,U,19910307,ITA,1991-03-07
120330,Serinho,Wijdenbosch,R,19860627,NED,1986-06-27
120331,Andoni,Kapnisakis,U,19880505,NED,1988-05-05
120332,Jan,Hejtmanek,U,19780207,CZE,1978-02-07
120333,Fabien,Morel,U,19870609,FRA,1987-06-09
120334,Robert,Iliev,R,19890825,SUI,1989-08-25
120335,Morgan,Mannarino,R,19850121,FRA,1985-01-21
120336,Adrien,Gillming,U,19891118,FRA,1989-11-18
120337,Cyril,Hervieux,U,19851104,FRA,1985-11-04
120338,Jacques,Moers,U,19690814,FRA,1969-08-14
120339,Julio,Martinez Gutierrez,U,19790108,ESP,1979-01-08
120340,Farzad,Sadeghi,U,19800804,DEN,1980-08-04
120341,Juan Ignacio,Benitez Elizeche,U,19861102,ARG,1986-11-02
120342,Martin,Di Mella,U,19881226,ARG,1988-12-26
120343,Martin Andres,Gamarci,R,19880715,ARG,1988-07-15
120344,Federico,Contino,U,19840613,ARG,1984-06-13
120345,Pablo,Usin,U,19890112,ARG,1989-01-12
120346,Jozsef,Both,R,19851004,HUN,1985-10-04
120347,Michal,Franek,R,19881122,CZE,1988-11-22
120348,Dariel,Leon,U,19870124,BRA,1987-01-24
120349,Eduardo,Saratt,U,19880726,BRA,1988-07-26
120350,Joao Victor,Costa,R,19890103,BRA,1989-01-03
120351,Erick,Sgambatti,U,19880221,BRA,1988-02-21
120352,Rafael,Madruga,U,19900204,BRA,1990-02-04
120353,Lucas,Victolo Pereira,R,19871105,BRA,1987-11-05
120354,Fabio,Minami,U,19881113,BRA,1988-11-13
120355,Jose Mario,Ferreira,U,19730306,BRA,1973-03-06
120356,Takekazu,Longhi,R,19870214,JPN,1987-02-14
120357,Carlos,Garcia Villanueva,U,19860729,ESP,1986-07-29
120358,Simon,Childs,R,19880306,GBR,1988-03-06
120359,Kirill,Sinitsyn,R,19870826,CAN,1987-08-26
120360,Levy,Navarro,U,19770926,MEX,1977-09-26
120361,Luca,Piolanti,U,19840104,ITA,1984-01-04
120362,Ivan,Lopez Munoz,U,19871217,ESP,1987-12-17
120363,Loic,Le Panse,U,19860515,FRA,1986-05-15
120364,Alex,Johnston,R,19881021,GBR,1988-10-21
120365,Raymond,Hayford,U,19890920,GHA,1989-09-20
120366,Tetteh,Nartey,U,19871007,GHA,1987-10-07
120367,Albert,Arthur,U,19891016,GHA,1989-10-16
120368,Menford,Owusu,R,19890805,GHA,1989-08-05
120369,Robert Mensah,Kpodo,R,19880312,GHA,1988-03-12
120370,Vasco,Martins,U,19880306,POR,1988-03-06
120371,Goncalo,Ribeiro,R,19890712,POR,1989-07-12
120372,Mario,Navarro Bayo,U,19890429,ESP,1989-04-29
120373,Roman,Petrunin,U,19890301,RUS,1989-03-01
120374,Asaf,Honig,U,19850911,ISR,1985-09-11
120375,Noam,Yitzhaki,R,19880805,ISR,1988-08-05
120376,Mark,Shanahan,R,19850911,AUS,1985-09-11
120377,John,Warner,U,19870324,AUS,1987-03-24
120378,Gabriel,Ries,U,19880420,BRA,1988-04-20
120379,Bruno,Schick,U,19870119,BRA,1987-01-19
120380,Henrique,Norbiato,U,19910731,BRA,1991-07-31
120381,David Maciel Andersen,Cavalcanti,U,19901012,BRA,1990-10-12
120382,Paulo,Calabro,U,,BRA,
120383,Guilherme,Rebolo,U,19870816,BRA,1987-08-16
120384,Andre,Brisighello,R,19890330,BRA,1989-03-30
120385,Maxim,Geraskin,U,19851126,RUS,1985-11-26
120386,Yannick,Yoshizawa,U,19900309,BRA,1990-03-09
120387,Edio,Castanhel Filho,R,19890312,BRA,1989-03-12
120388,Lucas,Farias,U,19910114,BRA,1991-01-14
120389,Juan,Fernandez,U,19740312,ARG,1974-03-12
120390,Mario,Zavala,U,19880109,CHI,1988-01-09
120391,Mario,Reyes,U,19740829,CHI,1974-08-29
120392,Takehiko,Morita,U,19820201,JPN,1982-02-01
120393,Roberto,Ovallez,R,19890327,MEX,1989-03-27
120394,Andres,Gonzalez Elizondo,U,19890409,MEX,1989-04-09
120395,Yevgeny,Perepelov,U,19870120,USA,1987-01-20
120396,Rodrigo,Ferraez,R,19920107,MEX,1992-01-07
120397,Patrick,Kuhn,U,19870501,GER,1987-05-01
120398,Henry,Atseye,U,19890225,NGR,1989-02-25
120399,Jacobus,Serdyn,U,19900703,NAM,1990-07-03
120400,Dawie,Eybers,U,19781103,RSA,1978-11-03
120401,Tucker,Vorster,U,19880903,RSA,1988-09-03
120402,Hatem,Thamri,R,19890521,TUN,1989-05-21
120403,Hedi,Nouri,U,19900701,TUN,1990-07-01
120404,Bibel,Soudani,U,19860129,TUN,1986-01-29
120405,John Houston,Barrick,U,19890407,USA,1989-04-07
120406,Brian,Coyle,R,19830522,USA,1983-05-22
120407,Danny,Bryan,R,19851215,USA,1985-12-15
120408,Jeffrey,Fitch,U,19810912,USA,1981-09-12
120409,Brad,Lum Tucker,U,19820611,USA,1982-06-11
120410,Juma,Changawa,U,19880315,KEN,1988-03-15
120411,Juan Manuel,Camilloni,U,19891228,URU,1989-12-28
120412,Joaquin,Bado,U,19891108,URU,1989-11-08
120413,Patricio,Reynoso,R,19890330,ARG,1989-03-30
120414,Federico,Garufi,R,19860618,ARG,1986-06-18
120415,Francisco,Castello Branco,R,19860515,BRA,1986-05-15
120416,Bernardo,Dias,U,19890517,BRA,1989-05-17
120417,Martin,Cevasco,U,19880420,ARG,1988-04-20
120418,Lukas,Kubiena,U,19881006,CZE,1988-10-06
120419,Lucas,Lopasso,R,19900921,BRA,1990-09-21
120420,Andre,Cunha,R,19831108,BRA,1983-11-08
120421,Felipe,Baptista,U,19880910,BRA,1988-09-10
120422,Eui Yeol,Yang,U,19850829,KOR,1985-08-29
120423,Arnaud,Barabe,U,19790726,FRA,1979-07-26
120424,Yannick,Maden,U,19891028,GER,1989-10-28
120425,Alan,Poric,U,19881126,AUS,1988-11-26
120426,Yuri,Mijic,U,19860630,AUS,1986-06-30
120427,Willi,Wolfer,R,19891025,GER,1989-10-25
120428,Jose Antonio,Alfaro,U,19890407,ESA,1989-04-07
120429,Salvador,Lopez,U,19910120,MEX,1991-01-20
120430,Luis Ernesto,Bravo,U,19880305,MEX,1988-03-05
120431,Samuel,Sanchez Rello,R,19900226,MEX,1990-02-26
120432,Adolfo Miguel,Pontigo Tovar,U,19870611,MEX,1987-06-11
120433,Jaime,Sanchez Canamares Rios,U,19890401,ESP,1989-04-01
120434,Juan Miguel,Gonzalez,U,19890830,PAN,1989-08-30
120435,Christopher,Nott,U,19890803,GBR,1989-08-03
120436,David,Rosenfeld,U,19870616,USA,1987-06-16
120437,Fabrizio,Golfin Guevara,U,19730615,CRC,1973-06-15
120438,Nicholas,Brotman,U,19840819,CAN,1984-08-19
120439,Carlos,Arboleda Garcia,U,19900712,COL,1990-07-12
120440,Akshay,Bajoria,U,19880804,IND,1988-08-04
120441,Takahiro,Inoue,U,19880502,JPN,1988-05-02
120442,Tomohiro,Shinokawa,U,19881004,JPN,1988-10-04
120443,Shinnosuke,Otsuka,U,19850717,JPN,1985-07-17
120444,Guillaume,Herbach,U,19860526,FRA,1986-05-26
120445,Fahd,Mezzour,R,19871114,MAR,1987-11-14
120446,Yassine,Mechgoug,U,19890808,MAR,1989-08-08
120447,Joao,Simoes,U,19890819,POR,1989-08-19
120448,Antonio,Di Gaetano,R,19890814,ITA,1989-08-14
120449,Oriol,Mirallas Vinas,U,19890110,ESP,1989-01-10
120450,Nadav,Ruppin,L,19881002,ISR,1988-10-02
120451,Christopher,Brown,U,19840320,USA,1984-03-20
120452,Jagdev,Sagoo,U,19871009,GBR,1987-10-09
120453,Stephen,Ward,U,19840526,USA,1984-05-26
120454,Jan,Serdakowski,U,19881116,POL,1988-11-16
120455,Tobias,Fanselow,R,19890707,GER,1989-07-07
120456,Jay,Goldman,U,19871117,USA,1987-11-17
120457,Oriol,March Ledesma,U,19880331,ESP,1988-03-31
120458,Ruben,Medina Camargo,U,19901031,ESP,1990-10-31
120459,Martin,Nilsson,R,19871018,SWE,1987-10-18
120460,Mirko,Nasoni,U,19800611,ITA,1980-06-11
120461,Fernando,Montes Gonzalez,U,19810716,ESP,1981-07-16
120462,Emanuele Thomas,Sapio,U,19810110,ITA,1981-01-10
120463,Godwin,Omuta,U,19731204,NGR,1973-12-04
120464,Christopher,Gruber,R,19891107,AUT,1989-11-07
120465,Dimitri,Winderickx,R,19860803,BEL,1986-08-03
120466,Alexandre,Hervy,U,19890808,FRA,1989-08-08
120467,Yvonnick,Lhurriec,U,19850710,FRA,1985-07-10
120468,Gokay,Celik,R,19890414,TUR,1989-04-14
120469,Aleksey,Bessonov,U,19880519,BLR,1988-05-19
120470,Alexander,Stakheev,R,19860618,RUS,1986-06-18
120471,Armando,Moya Grandal,U,19690202,ESP,1969-02-02
120472,Pablo,Martinez Catalan,U,19640523,ESP,1964-05-23
120473,Stanislav,Zhuravski,U,19880517,RUS,1988-05-17
120474,Pau,Salsench Pallares,U,19900916,ESP,1990-09-16
120475,Joshua,Miller,U,19881102,GBR,1988-11-02
120476,Enric,Larregola Cortezon,U,19890827,ESP,1989-08-27
120477,Victor,Gracia Barcina,U,19900522,ESP,1990-05-22
120478,Kaloyan,Kirilov,U,19791010,BUL,1979-10-10
120479,Mike,Soyer,U,19890701,NED,1989-07-01
120480,Soren,Goritzka,R,19900216,GER,1990-02-16
120481,Artun,Klimenka,R,19890412,BLR,1989-04-12
120482,Mario,Biletic,U,19860525,BIH,1986-05-25
120483,Vedran,Begovic,U,19890903,BIH,1989-09-03
120484,Ilia,Ogarkov,U,19901211,RUS,1990-12-11
120485,Dominik,Jessenk,U,19890910,AUT,1989-09-10
120486,Venedictos,Politis,U,19910602,GRE,1991-06-02
120487,Thomas,Van Cauter,U,19851026,FRA,1985-10-26
120488,Andreas,Neykov,R,19910715,BUL,1991-07-15
120489,Predrag,Nedeljkovic,U,19880829,SRB,1988-08-29
120490,Marko,Milovanovic,R,19880319,SRB,1988-03-19
120491,Dusan,Miljevic,R,19880904,SRB,1988-09-04
120492,Oscar,Podlewski,R,19880607,GBR,1988-06-07
120493,Philip,Barlow,R,19880603,GBR,1988-06-03
120494,Dino,Bilankov,R,19871111,CRO,1987-11-11
120495,Kristof,Golob,U,19790211,SLO,1979-02-11
120496,Maximilian,Wimmer,L,19860923,GER,1986-09-23
120497,Gunter,Grosspietsch,U,19741106,GER,1974-11-06
120498,David,Catala Velasco,R,19890129,ESP,1989-01-29
120499,Robert,Van Swelm,U,19810702,NED,1981-07-02
120500,Janos,Zibrat,R,19871012,SLO,1987-10-12
120501,Anton,Khadasevich,U,19890418,BLR,1989-04-18
120502,Mikhail,Trukshanin,L,19890214,BLR,1989-02-14
120503,Artem,Baradach,U,19890308,BLR,1989-03-08
120504,Serkan,Kurt,U,19850903,TUR,1985-09-03
120505,Miguel,Muguruza,U,19900410,ARU,1990-04-10
120506,Markus,Ingold,R,19851117,GER,1985-11-17
120507,Christopher,Haller,U,19890713,NOR,1989-07-13
120508,Bastian Winde,Harbo,R,19870116,NOR,1987-01-16
120509,Christian,Bergh,U,19860610,NOR,1986-06-10
120510,Marc,Rosslein,U,19870921,SUI,1987-09-21
120511,Tommy,Murphy,U,19900428,IRL,1990-04-28
120512,Shahe,Avakian,U,19880922,IRL,1988-09-22
120513,Fernando,Bibiloni,U,19880316,ARG,1988-03-16
120514,Pablo,Martin Velez,U,19910110,ESP,1991-01-10
120515,Zander,Woodford Smith,R,19890423,GBR,1989-04-23
120516,Pablo,Illodo Lado,R,19881115,ESP,1988-11-15
120517,Ben,Pritchard,R,19880119,GBR,1988-01-19
120518,Mads,Melby,U,19890709,NOR,1989-07-09
120519,Martin,Kildahl,U,19880907,NOR,1988-09-07
120520,Matteo,Baldi,U,19840301,ITA,1984-03-01
120521,Edoardo,Cimmino,R,19890118,ITA,1989-01-18
120522,Marco,Valletta,U,19900708,ITA,1990-07-08
120523,Marco,Picardi,U,19910414,ITA,1991-04-14
120524,Marco,Sanges,R,19920523,ITA,1992-05-23
120525,Giuseppe,Casertano,U,19910506,ITA,1991-05-06
120526,Vittorio,Rubino,R,19850117,ITA,1985-01-17
120527,Nicola,De Cesare,U,19871109,ITA,1987-11-09
120528,Mattia,Barducci,U,19850402,ITA,1985-04-02
120529,Salvatore,Carbone,U,19890316,ITA,1989-03-16
120530,Federico,Ottolini,R,19890627,ITA,1989-06-27
120531,Maxim,Kanakov,U,19890423,RUS,1989-04-23
120532,Marco,Pantalone,U,19890715,ITA,1989-07-15
120533,Daniel,Kostro,U,19870622,AUT,1987-06-22
120534,Pascal,Chappat,U,19790806,FRA,1979-08-06
120535,Mihaita,Aldea,U,19890514,ROU,1989-05-14
120536,Eduard Stefan,Pitian,U,19890810,ROU,1989-08-10
120537,Julian,Dehn,U,19890303,GER,1989-03-03
120538,Theodor,Eikeri,R,19870331,NOR,1987-03-31
120539,Partik,Pohlmann,U,19880606,GER,1988-06-06
120540,Gregory,Chin A Kwie,U,19880507,NED,1988-05-07
120541,Yasuhiro,Furuki,U,19850804,JPN,1985-08-04
120542,David,Barclay,R,19900906,AUS,1990-09-06
120543,Hayato,Matsuda,U,19891005,JPN,1989-10-05
120544,Kota,Okazaki,U,19880308,JPN,1988-03-08
120545,Ko,Suzuki,L,19910803,JPN,1991-08-03
120546,Jan,Pavlicek,R,19860511,CZE,1986-05-11
120547,Yasser,Adel Sayed,R,19710829,EGY,1971-08-29
120548,Ondrej,Vana,U,19830103,CZE,1983-01-03
120549,Jason,Ramski,U,19860926,USA,1986-09-26
120550,Xavier,Smith,R,19880321,USA,1988-03-21
120551,Alex,Strom,U,19830912,USA,1983-09-12
120552,Ivan Garcia,Castro,R,19890513,BRA,1989-05-13
120553,Caio,Almeida,R,19881124,BRA,1988-11-24
120554,Carlos,Thim,U,19881003,BRA,1988-10-03
120555,Ju Hae,Moon,L,19880531,KOR,1988-05-31
120556,Tae Hyun,Jeon,U,19840920,KOR,1984-09-20
120557,Kwang Il,Park,U,19860606,KOR,1986-06-06
120558,Joo Hyo,Park,U,19850117,KOR,1985-01-17
120559,Daniel,Yoon,U,19890318,KOR,1989-03-18
120560,Daniel,Cho,U,19850924,KOR,1985-09-24
120561,Seung Jae,Lee,U,19850730,KOR,1985-07-30
120562,Ron,Halabi,U,19870328,ISR,1987-03-28
120563,Abror,Isakov,U,19890227,UZB,1989-02-27
120564,Mikhail,Bril,R,19890309,RUS,1989-03-09
120565,Igor,Shelyakin,R,19880708,UZB,1988-07-08
120566,Andrew,Mateljan,U,19881016,USA,1988-10-16
120567,Mlandeli,Ndlela,R,19850206,ZIM,1985-02-06
120568,Andres,Garriga Rivero,R,19890718,VEN,1989-07-18
120569,Bartosz,Terczynski,R,19850428,POL,1985-04-28
120570,Piotr,Pyla,U,19891107,POL,1989-11-07
120571,Adam,Olbrich,U,19870728,GBR,1987-07-28
120572,Darius,Urbanski,U,19831020,POL,1983-10-20
120573,Mitchell,Lvovsky,R,19890830,USA,1989-08-30
120574,Artem,Chebotarev,U,19910828,UKR,1991-08-28
120575,Fakhraddin,Shirinov,R,19870301,AZE,1987-03-01
120576,Kristian,Marquart,R,19910204,GER,1991-02-04
120577,Matthias,Martin,L,19791202,GER,1979-12-02
120578,Adriano Bonilha,Garcia,U,19861219,BRA,1986-12-19
120579,Riccardo,Marcon,R,19841217,ITA,1984-12-17
120580,Kevin,Benchetrit,R,19870312,FRA,1987-03-12
120581,Juan Manuel,Arganaras,R,19880720,ARG,1988-07-20
120582,Franco,Tamagnone,U,19890521,ARG,1989-05-21
120583,Mithun,Murali,U,19820923,IND,1982-09-23
120584,Siddharth,Raj,U,19911118,IND,1991-11-18
120585,Shiva,Sangwan,R,19910120,IND,1991-01-20
120586,Gursharan,Singh,U,19820311,IND,1982-03-11
120587,Richard,Stera,R,19861105,GBR,1986-11-05
120588,Balazs,Farkas,U,19890610,SVK,1989-06-10
120589,Hassan,Hajaj,L,19900308,EGY,1990-03-08
120590,Ahmed,Al Bitar,R,19930321,EGY,1993-03-21
120591,Abdullah,Abdul Mohsen,R,19920824,KUW,1992-08-24
120592,Justino,Morales,R,19870429,MEX,1987-04-29
120593,Fernando,Guillen,R,19910129,MEX,1991-01-29
120594,Victor,Gonzalez,R,19910510,MEX,1991-05-10
120595,Mark,Zornosa,U,19880126,COL,1988-01-26
120596,Phaninthon,Pakpoomkamol,U,19920227,THA,1992-02-27
120597,Thipok,Kunatippapong,U,19910927,THA,1991-09-27
120598,Prach,Mahathavorn,U,19900413,THA,1990-04-13
120599,Dalil,Bessaoud,U,19900618,ALG,1990-06-18
120600,Ryad,Benhabiles,U,19890511,ALG,1989-05-11
120601,Abdelkrim,Ben Osman,R,19870118,ALG,1987-01-18
120602,Stefano,Macioce,R,19700616,ITA,1970-06-16
120603,Fernando,Tomas Navarro,U,19860131,ESP,1986-01-31
120604,Alexandru Raul,Musat,R,19891020,ROU,1989-10-20
120605,Markus,Larcher,U,19850618,AUT,1985-06-18
120606,Tobias,Obenaus,U,19880105,AUT,1988-01-05
120607,Edgar,Pallares Garcia,U,19900611,ESP,1990-06-11
120608,Octavian,Stane,R,19870520,CAN,1987-05-20
120609,Massimiliano,Costa,U,19840120,ITA,1984-01-20
120610,Patrick,Pradella,R,19900718,GER,1990-07-18
120611,Philip,Lageder,R,19870119,ITA,1987-01-19
120612,Nico,Schinke,U,19880422,GER,1988-04-22
120613,Ashot,Gevorgyan,U,19891121,ARM,1989-11-21
120614,Gevork,Kirakosyan,U,19841027,ARM,1984-10-27
120615,Octavian,Avram,R,19851027,ROU,1985-10-27
120616,Eduardo,Matesanz Aragones,U,19880120,ESP,1988-01-20
120617,Christian,Fuster,U,19890825,ESP,1989-08-25
120618,Nikoloz,Kurdadze,U,19900817,GEO,1990-08-17
120619,Andrei George,Daraban,L,19890624,ROU,1989-06-24
120620,Julian,Zganec,U,19890315,AUT,1989-03-15
120621,Rainer,Nachbauer,U,19870910,AUT,1987-09-10
120622,Simon,Kaufmann,R,19810226,SUI,1981-02-26
120623,Riccardo,Berton,U,19600501,ITA,1960-05-01
120624,Gregor,Voigt,R,19900205,GER,1990-02-05
120625,Krisztian,Krocsko,U,19891027,HUN,1989-10-27
120626,Lucian,Ursu,U,19900826,ROU,1990-08-26
120627,Robert,Schulze,U,19900507,GER,1990-05-07
120628,Janis,Mellups,U,19880407,LAT,1988-04-07
120629,Djerald,Oganezov,U,19771016,GEO,1977-10-16
120630,Adrian,Belei,U,19900630,ROU,1990-06-30
120631,Max,Krammer,R,19880322,AUT,1988-03-22
120632,Florian,Farnleitner,U,19870601,AUT,1987-06-01
120633,Javier,Corominas Navarrete,U,19831214,ESP,1983-12-14
120634,Chris,Priddle,U,19880602,GBR,1988-06-02
120635,Alexander,Zeller,R,19870711,GER,1987-07-11
120636,Mikolaj,Borkowski,R,19871005,POL,1987-10-05
120637,Przemyslaw,Centkowski,U,19910121,POL,1991-01-21
120638,Nemanja,Lazic,R,19910127,SRB,1991-01-27
120639,Georgi,Dzhalovyan,U,19910506,RUS,1991-05-06
120640,Vojtech,Blazek,U,19850323,CZE,1985-03-23
120641,Ivan,Horsky,R,19880315,SVK,1988-03-15
120642,Benedikt,Lindheim,U,19880604,GER,1988-06-04
120643,Thomas,Kostro,U,19870622,AUT,1987-06-22
120644,Marcel,Pilat,U,19871110,GER,1987-11-10
120645,Goran,Jukopila,R,19891227,CRO,1989-12-27
120646,Ismar,Tahirovic,R,19900710,BEL,1990-07-10
120647,Stefan,Dmitrovic,U,19891212,CAN,1989-12-12
120648,Jake,Mak,R,19890802,NED,1989-08-02
120649,Wouter,Koning,U,19770710,NED,1977-07-10
120650,Artem,Vlasenko,R,19861214,RUS,1986-12-14
120651,Sun Liang,Lie,U,19850218,AUT,1985-02-18
120652,David,Simson,R,19860827,AUT,1986-08-27
120653,Constantin Alexandru,Stohor,U,19890324,ROU,1989-03-24
120654,Razvan Petru,Copil,R,19890715,ROU,1989-07-15
120655,Angel,Ruiz Cotorro,U,19920101,ESP,1992-01-01
120656,Gabriel,Reina,U,19770701,ESP,1977-07-01
120657,Diego,Estrada Lumbreras,U,19920514,ESP,1992-05-14
120658,Harry,Skinner,R,19881105,GBR,1988-11-05
120659,Matthew,Leahy,L,19860322,GBR,1986-03-22
120660,Adam,Cizek,R,19900501,SVK,1990-05-01
120661,Tomas,Toman,R,19890905,CZE,1989-09-05
120662,Petar,Kaucic,R,19910815,CRO,1991-08-15
120663,Vanja,Blazun,R,19900313,CRO,1990-03-13
120664,Gregor,Repina,R,19870414,SLO,1987-04-14
120665,Marko,Baralic,L,19881002,SRB,1988-10-02
120666,Remi,Groenendaal,R,19890414,NED,1989-04-14
120667,Oliver,Diserens,U,19811103,SUI,1981-11-03
120668,Julien,Schindler,R,19891013,SUI,1989-10-13
120669,Ian,Samuels,R,19750925,GBR,1975-09-25
120670,Marco,Mokrzycki,R,19881221,GER,1988-12-21
120671,Adrian,Porowski,U,19890315,POL,1989-03-15
120672,Dino,Salopek,R,19880509,CRO,1988-05-09
120673,Luka,Zaninovic,R,19870620,CRO,1987-06-20
120674,Igor,Ogrizek,U,19880406,CRO,1988-04-06
120675,Germano,Giacalone,U,19890211,ITA,1989-02-11
120676,Alain,Zysset,U,19840907,SUI,1984-09-07
120677,Yannic,Wymann,U,19880129,SUI,1988-01-29
